,fii_buy,fii_sell,fii_net,status
2024-08-12,21322.61,24184.19,-2861.58,ok
2024-08-13,21322.61,24184.19,-2861.58,ok
2024-08-14,21322.61,24184.19,-2861.58,ok
2024-08-15,21322.61,24184.19,-2861.58,ok
2024-08-16,21322.61,24184.19,-2861.58,ok
2024-08-19,21322.61,24184.19,-2861.58,ok
2024-08-20,21322.61,24184.19,-2861.58,ok
2024-08-21,21322.61,24184.19,-2861.58,ok
2024-08-22,21322.61,24184.19,-2861.58,ok
2024-08-23,21322.61,24184.19,-2861.58,ok
2024-08-26,21322.61,24184.19,-2861.58,ok
2024-08-27,21322.61,24184.19,-2861.58,ok
2024-08-28,21322.61,24184.19,-2861.58,ok
2024-08-29,21322.61,24184.19,-2861.58,ok
2024-08-30,21322.61,24184.19,-2861.58,ok
2024-09-02,86784.85,85413.16,1371.69,ok
2024-09-03,86784.85,85413.16,1371.69,ok
2024-09-04,86784.85,85413.16,1371.69,ok
2024-09-05,86784.85,85413.16,1371.69,ok
2024-09-06,86784.85,85413.16,1371.69,ok
2024-09-09,86784.85,85413.16,1371.69,ok
2024-09-10,86784.85,85413.16,1371.69,ok
2024-09-11,86784.85,85413.16,1371.69,ok
2024-09-12,86784.85,85413.16,1371.69,ok
2024-09-13,86784.85,85413.16,1371.69,ok
2024-09-16,86784.85,85413.16,1371.69,ok
2024-09-17,86784.85,85413.16,1371.69,ok
2024-09-18,86784.85,85413.16,1371.69,ok
2024-09-19,86784.85,85413.16,1371.69,ok
2024-09-20,86784.85,85413.16,1371.69,ok
2024-09-23,86784.85,85413.16,1371.69,ok
2024-09-24,86784.85,85413.16,1371.69,ok
2024-09-25,86784.85,85413.16,1371.69,ok
2024-09-26,86784.85,85413.16,1371.69,ok
2024-09-27,86784.85,85413.16,1371.69,ok
2024-09-30,86784.85,85413.16,1371.69,ok
2024-10-01,17193.32,26800.51,-9607.19,ok
2024-10-02,17193.32,26800.51,-9607.19,ok
2024-10-03,17193.32,26800.51,-9607.19,ok
2024-10-04,17193.32,26800.51,-9607.19,ok
2024-10-07,17193.32,26800.51,-9607.19,ok
2024-10-08,17193.32,26800.51,-9607.19,ok
2024-10-09,17193.32,26800.51,-9607.19,ok
2024-10-10,17193.32,26800.51,-9607.19,ok
2024-10-11,17193.32,26800.51,-9607.19,ok
2024-10-14,17193.32,26800.51,-9607.19,ok
2024-10-15,17193.32,26800.51,-9607.19,ok
2024-10-16,17193.32,26800.51,-9607.19,ok
2024-10-17,17193.32,26800.51,-9607.19,ok
2024-10-18,17193.32,26800.51,-9607.19,ok
2024-10-21,17193.32,26800.51,-9607.19,ok
2024-10-22,17193.32,26800.51,-9607.19,ok
2024-10-23,17193.32,26800.51,-9607.19,ok
2024-10-24,17193.32,26800.51,-9607.19,ok
2024-10-25,17193.32,26800.51,-9607.19,ok
2024-10-28,17193.32,26800.51,-9607.19,ok
2024-10-29,17193.32,26800.51,-9607.19,ok
2024-10-30,17193.32,26800.51,-9607.19,ok
2024-10-31,17193.32,26800.51,-9607.19,ok
2024-11-01,0.0,0.0,0.0,ok
2024-11-04,19363.65,25240.62,-5876.97,ok
2024-11-05,19363.65,25240.62,-5876.97,ok
2024-11-06,19363.65,25240.62,-5876.97,ok
2024-11-07,19363.65,25240.62,-5876.97,ok
2024-11-08,19363.65,25240.62,-5876.97,ok
2024-11-11,19363.65,25240.62,-5876.97,ok
2024-11-12,19363.65,25240.62,-5876.97,ok
2024-11-13,19363.65,25240.62,-5876.97,ok
2024-11-14,19363.65,25240.62,-5876.97,ok
2024-11-15,19363.65,25240.62,-5876.97,ok
2024-11-18,19363.65,25240.62,-5876.97,ok
2024-11-19,19363.65,25240.62,-5876.97,ok
2024-11-20,19363.65,25240.62,-5876.97,ok
2024-11-21,19363.65,25240.62,-5876.97,ok
2024-11-22,19363.65,25240.62,-5876.97,ok
2024-11-25,19363.65,25240.62,-5876.97,ok
2024-11-26,19363.65,25240.62,-5876.97,ok
2024-11-27,19363.65,25240.62,-5876.97,ok
2024-11-28,19363.65,25240.62,-5876.97,ok
2024-11-29,19363.65,25240.62,-5876.97,ok
2024-12-02,16983.42,19982.44,-2999.02,ok
2024-12-03,16983.42,19982.44,-2999.02,ok
2024-12-04,16983.42,19982.44,-2999.02,ok
2024-12-05,16983.42,19982.44,-2999.02,ok
2024-12-06,16983.42,19982.44,-2999.02,ok
2024-12-09,16983.42,19982.44,-2999.02,ok
2024-12-10,16983.42,19982.44,-2999.02,ok
2024-12-11,16983.42,19982.44,-2999.02,ok
2024-12-12,16983.42,19982.44,-2999.02,ok
2024-12-13,16983.42,19982.44,-2999.02,ok
2024-12-16,16983.42,19982.44,-2999.02,ok
2024-12-17,16983.42,19982.44,-2999.02,ok
2024-12-18,16983.42,19982.44,-2999.02,ok
2024-12-19,16983.42,19982.44,-2999.02,ok
2024-12-20,16983.42,19982.44,-2999.02,ok
2024-12-23,16983.42,19982.44,-2999.02,ok
2024-12-24,16983.42,19982.44,-2999.02,ok
2024-12-25,16983.42,19982.44,-2999.02,ok
2024-12-26,16983.42,19982.44,-2999.02,ok
2024-12-27,16983.42,19982.44,-2999.02,ok
2024-12-30,16983.42,19982.44,-2999.02,ok
2024-12-31,16983.42,19982.44,-2999.02,ok
2025-01-01,5276.18,10628.03,-5351.85,ok
2025-01-02,5276.18,10628.03,-5351.85,ok
2025-01-03,5276.18,10628.03,-5351.85,ok
2025-01-06,5276.18,10628.03,-5351.85,ok
2025-01-07,5276.18,10628.03,-5351.85,ok
2025-01-08,5276.18,10628.03,-5351.85,ok
2025-01-09,5276.18,10628.03,-5351.85,ok
2025-01-10,5276.18,10628.03,-5351.85,ok
2025-01-13,5276.18,10628.03,-5351.85,ok
2025-01-14,5276.18,10628.03,-5351.85,ok
2025-01-15,5276.18,10628.03,-5351.85,ok
2025-01-16,5276.18,10628.03,-5351.85,ok
2025-01-17,5276.18,10628.03,-5351.85,ok
2025-01-20,5276.18,10628.03,-5351.85,ok
2025-01-21,5276.18,10628.03,-5351.85,ok
2025-01-22,5276.18,10628.03,-5351.85,ok
2025-01-23,5276.18,10628.03,-5351.85,ok
2025-01-24,5276.18,10628.03,-5351.85,ok
2025-01-27,5276.18,10628.03,-5351.85,ok
2025-01-28,5276.18,10628.03,-5351.85,ok
2025-01-29,5276.18,10628.03,-5351.85,ok
2025-01-30,5276.18,10628.03,-5351.85,ok
2025-01-31,5276.18,10628.03,-5351.85,ok
2025-02-03,17449.97,17964.9,-514.93,ok
2025-02-04,17449.97,17964.9,-514.93,ok
2025-02-05,17449.97,17964.9,-514.93,ok
2025-02-06,17449.97,17964.9,-514.93,ok
2025-02-07,17449.97,17964.9,-514.93,ok
2025-02-10,17449.97,17964.9,-514.93,ok
2025-02-11,17449.97,17964.9,-514.93,ok
2025-02-12,17449.97,17964.9,-514.93,ok
2025-02-13,17449.97,17964.9,-514.93,ok
2025-02-14,17449.97,17964.9,-514.93,ok
2025-02-17,17449.97,17964.9,-514.93,ok
2025-02-18,17449.97,17964.9,-514.93,ok
2025-02-19,17449.97,17964.9,-514.93,ok
2025-02-20,17449.97,17964.9,-514.93,ok
2025-02-21,17449.97,17964.9,-514.93,ok
2025-02-24,17449.97,17964.9,-514.93,ok
2025-02-25,17449.97,17964.9,-514.93,ok
2025-02-26,17449.97,17964.9,-514.93,ok
2025-02-27,17449.97,17964.9,-514.93,ok
2025-02-28,17449.97,17964.9,-514.93,ok
2025-03-03,40078.79,52088.57,-12009.78,ok
2025-03-04,40078.79,52088.57,-12009.78,ok
2025-03-05,40078.79,52088.57,-12009.78,ok
2025-03-06,40078.79,52088.57,-12009.78,ok
2025-03-07,40078.79,52088.57,-12009.78,ok
2025-03-10,40078.79,52088.57,-12009.78,ok
2025-03-11,40078.79,52088.57,-12009.78,ok
2025-03-12,40078.79,52088.57,-12009.78,ok
2025-03-13,40078.79,52088.57,-12009.78,ok
2025-03-14,40078.79,52088.57,-12009.78,ok
2025-03-17,40078.79,52088.57,-12009.78,ok
2025-03-18,40078.79,52088.57,-12009.78,ok
2025-03-19,40078.79,52088.57,-12009.78,ok
2025-03-20,40078.79,52088.57,-12009.78,ok
2025-03-21,40078.79,52088.57,-12009.78,ok
2025-03-24,40078.79,52088.57,-12009.78,ok
2025-03-25,40078.79,52088.57,-12009.78,ok
2025-03-26,40078.79,52088.57,-12009.78,ok
2025-03-27,40078.79,52088.57,-12009.78,ok
2025-03-28,40078.79,52088.57,-12009.78,ok
2025-03-31,40078.79,52088.57,-12009.78,ok
2025-04-01,0.0,0.0,0.0,ok
2025-04-02,25621.41,32606.14,-6984.73,ok
2025-04-03,25621.41,32606.14,-6984.73,ok
2025-04-04,25621.41,32606.14,-6984.73,ok
2025-04-07,25621.41,32606.14,-6984.73,ok
2025-04-08,25621.41,32606.14,-6984.73,ok
2025-04-09,25621.41,32606.14,-6984.73,ok
2025-04-10,25621.41,32606.14,-6984.73,ok
2025-04-11,25621.41,32606.14,-6984.73,ok
2025-04-14,25621.41,32606.14,-6984.73,ok
2025-04-15,25621.41,32606.14,-6984.73,ok
2025-04-16,25621.41,32606.14,-6984.73,ok
2025-04-17,25621.41,32606.14,-6984.73,ok
2025-04-18,25621.41,32606.14,-6984.73,ok
2025-04-21,25621.41,32606.14,-6984.73,ok
2025-04-22,25621.41,32606.14,-6984.73,ok
2025-04-23,25621.41,32606.14,-6984.73,ok
2025-04-24,25621.41,32606.14,-6984.73,ok
2025-04-25,25621.41,32606.14,-6984.73,ok
2025-04-28,25621.41,32606.14,-6984.73,ok
2025-04-29,25621.41,32606.14,-6984.73,ok
2025-04-30,25621.41,32606.14,-6984.73,ok
2025-05-01,,,,holiday
2025-05-02,25356.94,25183.89,173.05,ok
2025-05-05,25356.94,25183.89,173.05,ok
2025-05-06,25356.94,25183.89,173.05,ok
2025-05-07,25356.94,25183.89,173.05,ok
2025-05-08,25356.94,25183.89,173.05,ok
2025-05-09,25356.94,25183.89,173.05,ok
2025-05-12,25356.94,25183.89,173.05,ok
2025-05-13,25356.94,25183.89,173.05,ok
2025-05-14,25356.94,25183.89,173.05,ok
2025-05-15,25356.94,25183.89,173.05,ok
2025-05-16,25356.94,25183.89,173.05,ok
2025-05-19,25356.94,25183.89,173.05,ok
2025-05-20,25356.94,25183.89,173.05,ok
2025-05-21,25356.94,25183.89,173.05,ok
2025-05-22,25356.94,25183.89,173.05,ok
2025-05-23,25356.94,25183.89,173.05,ok
2025-05-26,25356.94,25183.89,173.05,ok
2025-05-27,25356.94,25183.89,173.05,ok
2025-05-28,25356.94,25183.89,173.05,ok
2025-05-29,25356.94,25183.89,173.05,ok
2025-05-30,25356.94,25183.89,173.05,ok
2025-06-02,48728.06,56947.21,-8219.15,ok
2025-06-03,48728.06,56947.21,-8219.15,ok
2025-06-04,48728.06,56947.21,-8219.15,ok
2025-06-05,48728.06,56947.21,-8219.15,ok
2025-06-06,48728.06,56947.21,-8219.15,ok
2025-06-09,48728.06,56947.21,-8219.15,ok
2025-06-10,48728.06,56947.21,-8219.15,ok
2025-06-11,48728.06,56947.21,-8219.15,ok
2025-06-12,48728.06,56947.21,-8219.15,ok
2025-06-13,48728.06,56947.21,-8219.15,ok
2025-06-16,48728.06,56947.21,-8219.15,ok
2025-06-17,48728.06,56947.21,-8219.15,ok
2025-06-18,48728.06,56947.21,-8219.15,ok
2025-06-19,48728.06,56947.21,-8219.15,ok
2025-06-20,48728.06,56947.21,-8219.15,ok
2025-06-23,48728.06,56947.21,-8219.15,ok
2025-06-24,48728.06,56947.21,-8219.15,ok
2025-06-25,48728.06,56947.21,-8219.15,ok
2025-06-26,48728.06,56947.21,-8219.15,ok
2025-06-27,48728.06,56947.21,-8219.15,ok
2025-06-30,48728.06,56947.21,-8219.15,ok
2025-07-01,14375.16,14329.29,45.87,ok
2025-07-02,14375.16,14329.29,45.87,ok
2025-07-03,14375.16,14329.29,45.87,ok
2025-07-04,14375.16,14329.29,45.87,ok
2025-07-07,14375.16,14329.29,45.87,ok
2025-07-08,14375.16,14329.29,45.87,ok
2025-07-09,14375.16,14329.29,45.87,ok
2025-07-10,14375.16,14329.29,45.87,ok
2025-07-11,14375.16,14329.29,45.87,ok
2025-07-14,14375.16,14329.29,45.87,ok
2025-07-15,14375.16,14329.29,45.87,ok
2025-07-16,14375.16,14329.29,45.87,ok
2025-07-17,14375.16,14329.29,45.87,ok
2025-07-18,14375.16,14329.29,45.87,ok
2025-07-21,14375.16,14329.29,45.87,ok
2025-07-22,14375.16,14329.29,45.87,ok
2025-07-23,14375.16,14329.29,45.87,ok
2025-07-24,14375.16,14329.29,45.87,ok
2025-07-25,14375.16,14329.29,45.87,ok
2025-07-28,14375.16,14329.29,45.87,ok
2025-07-29,14375.16,14329.29,45.87,ok
2025-07-30,14375.16,14329.29,45.87,ok
2025-07-31,14375.16,14329.29,45.87,ok
2025-08-01,15721.34,21901.63,-6180.29,ok
2025-08-04,15721.34,21901.63,-6180.29,ok
2025-08-05,15721.34,21901.63,-6180.29,ok
2025-08-06,15721.34,21901.63,-6180.29,ok
2025-08-07,15721.34,21901.63,-6180.29,ok
2025-08-08,15721.34,21901.63,-6180.29,ok
2025-08-11,15721.34,21901.63,-6180.29,ok
2025-08-12,15721.34,21901.63,-6180.29,ok
2025-08-13,15721.34,21901.63,-6180.29,ok
2025-08-14,15721.34,21901.63,-6180.29,ok
2025-08-15,15721.34,21901.63,-6180.29,ok
2025-08-18,15721.34,21901.63,-6180.29,ok
2025-08-19,15721.34,21901.63,-6180.29,ok
2025-08-20,15721.34,21901.63,-6180.29,ok
2025-08-21,15721.34,21901.63,-6180.29,ok
2025-08-22,15721.34,21901.63,-6180.29,ok
2025-08-25,15721.34,21901.63,-6180.29,ok
2025-08-26,15721.34,21901.63,-6180.29,ok
2025-08-27,15721.34,21901.63,-6180.29,ok
2025-08-28,15721.34,21901.63,-6180.29,ok
2025-08-29,15721.34,21901.63,-6180.29,ok
2025-09-01,12455.6,21480.29,-9024.69,ok
2025-09-02,12455.6,21480.29,-9024.69,ok
2025-09-03,12455.6,21480.29,-9024.69,ok
2025-09-04,12455.6,21480.29,-9024.69,ok
2025-09-05,12455.6,21480.29,-9024.69,ok
2025-09-08,12455.6,21480.29,-9024.69,ok
2025-09-09,12455.6,21480.29,-9024.69,ok
2025-09-10,12455.6,21480.29,-9024.69,ok
2025-09-11,12455.6,21480.29,-9024.69,ok
2025-09-12,12455.6,21480.29,-9024.69,ok
2025-09-15,12455.6,21480.29,-9024.69,ok
2025-09-16,12455.6,21480.29,-9024.69,ok
2025-09-17,12455.6,21480.29,-9024.69,ok
2025-09-18,12455.6,21480.29,-9024.69,ok
2025-09-19,12455.6,21480.29,-9024.69,ok
2025-09-22,12455.6,21480.29,-9024.69,ok
2025-09-23,12455.6,21480.29,-9024.69,ok
2025-09-24,12455.6,21480.29,-9024.69,ok
2025-09-25,12455.6,21480.29,-9024.69,ok
2025-09-26,12455.6,21480.29,-9024.69,ok
2025-09-29,12455.6,21480.29,-9024.69,ok
2025-09-30,12455.6,21480.29,-9024.69,ok
2025-10-01,18109.49,22731.68,-4622.19,ok
2025-10-02,18109.49,22731.68,-4622.19,ok
2025-10-03,18109.49,22731.68,-4622.19,ok
2025-10-06,18109.49,22731.68,-4622.19,ok
2025-10-07,18109.49,22731.68,-4622.19,ok
2025-10-08,18109.49,22731.68,-4622.19,ok
2025-10-09,18109.49,22731.68,-4622.19,ok
2025-10-10,18109.49,22731.68,-4622.19,ok
2025-10-13,18109.49,22731.68,-4622.19,ok
2025-10-14,18109.49,22731.68,-4622.19,ok
2025-10-15,18109.49,22731.68,-4622.19,ok
2025-10-16,18109.49,22731.68,-4622.19,ok
2025-10-17,18109.49,22731.68,-4622.19,ok
2025-10-20,18109.49,22731.68,-4622.19,ok
2025-10-21,18109.49,22731.68,-4622.19,ok
2025-10-22,18109.49,22731.68,-4622.19,ok
2025-10-23,18109.49,22731.68,-4622.19,ok
2025-10-24,18109.49,22731.68,-4622.19,ok
2025-10-27,18109.49,22731.68,-4622.19,ok
2025-10-28,18109.49,22731.68,-4622.19,ok
2025-10-29,18109.49,22731.68,-4622.19,ok
2025-10-30,18109.49,22731.68,-4622.19,ok
2025-10-31,18109.49,22731.68,-4622.19,ok
2025-11-03,11930.08,19535.81,-7605.73,ok
2025-11-04,11930.08,19535.81,-7605.73,ok
2025-11-05,11930.08,19535.81,-7605.73,ok
2025-11-06,11930.08,19535.81,-7605.73,ok
2025-11-07,11930.08,19535.81,-7605.73,ok
2025-11-10,11930.08,19535.81,-7605.73,ok
2025-11-11,11930.08,19535.81,-7605.73,ok
2025-11-12,11930.08,19535.81,-7605.73,ok
2025-11-13,11930.08,19535.81,-7605.73,ok
2025-11-14,11930.08,19535.81,-7605.73,ok
2025-11-17,11930.08,19535.81,-7605.73,ok
2025-11-18,11930.08,19535.81,-7605.73,ok
2025-11-19,11930.08,19535.81,-7605.73,ok
2025-11-20,11930.08,19535.81,-7605.73,ok
2025-11-21,11930.08,19535.81,-7605.73,ok
2025-11-24,11930.08,19535.81,-7605.73,ok
2025-11-25,11930.08,19535.81,-7605.73,ok
2025-11-26,11930.08,19535.81,-7605.73,ok
2025-11-27,11930.08,19535.81,-7605.73,ok
2025-11-28,11930.08,19535.81,-7605.73,ok
2025-12-01,10621.15,14160.11,-3538.96,ok
2025-12-02,10621.15,14160.11,-3538.96,ok
2025-12-03,10621.15,14160.11,-3538.96,ok
2025-12-04,10621.15,14160.11,-3538.96,ok
2025-12-05,10621.15,14160.11,-3538.96,ok
2025-12-08,10621.15,14160.11,-3538.96,ok
2025-12-09,10621.15,14160.11,-3538.96,ok
2025-12-10,10621.15,14160.11,-3538.96,ok
2025-12-11,10621.15,14160.11,-3538.96,ok
2025-12-12,10621.15,14160.11,-3538.96,ok
2025-12-15,10621.15,14160.11,-3538.96,ok
2025-12-16,10621.15,14160.11,-3538.96,ok
2025-12-17,10621.15,14160.11,-3538.96,ok
2025-12-18,10621.15,14160.11,-3538.96,ok
2025-12-19,10621.15,14160.11,-3538.96,ok
2025-12-22,10621.15,14160.11,-3538.96,ok
2025-12-23,10621.15,14160.11,-3538.96,ok
2025-12-24,10621.15,14160.11,-3538.96,ok
2025-12-25,10621.15,14160.11,-3538.96,ok
2025-12-26,10621.15,14160.11,-3538.96,ok
2025-12-29,10621.15,14160.11,-3538.96,ok
2025-12-30,10621.15,14160.11,-3538.96,ok
2025-12-31,10621.15,14160.11,-3538.96,ok
2026-01-01,5529.85,10117.81,-4587.96,ok
2026-01-02,5529.85,10117.81,-4587.96,ok
2026-01-05,5529.85,10117.81,-4587.96,ok
2026-01-06,5529.85,10117.81,-4587.96,ok
2026-01-07,5529.85,10117.81,-4587.96,ok
2026-01-08,5529.85,10117.81,-4587.96,ok
2026-01-09,5529.85,10117.81,-4587.96,ok
2026-01-12,5529.85,10117.81,-4587.96,ok
2026-01-13,5529.85,10117.81,-4587.96,ok
2026-01-14,5529.85,10117.81,-4587.96,ok
2026-01-15,5529.85,10117.81,-4587.96,ok
2026-01-16,5529.85,10117.81,-4587.96,ok
2026-01-19,5529.85,10117.81,-4587.96,ok
2026-01-20,5529.85,10117.81,-4587.96,ok
2026-01-21,5529.85,10117.81,-4587.96,ok
2026-01-22,5529.85,10117.81,-4587.96,ok
2026-01-23,5529.85,10117.81,-4587.96,ok
2026-01-26,5529.85,10117.81,-4587.96,ok
2026-01-27,5529.85,10117.81,-4587.96,ok
2026-01-28,5529.85,10117.81,-4587.96,ok
2026-01-29,5529.85,10117.81,-4587.96,ok
2026-01-30,5529.85,10117.81,-4587.96,ok
2026-02-02,32427.99,30571.65,1856.34,ok
2026-02-03,32427.99,30571.65,1856.34,ok
2026-02-04,32427.99,30571.65,1856.34,ok
2026-02-05,32427.99,30571.65,1856.34,ok
2026-02-06,32427.99,30571.65,1856.34,ok
2026-02-09,32427.99,30571.65,1856.34,ok
2026-02-10,32427.99,30571.65,1856.34,ok
2026-02-11,32427.99,30571.65,1856.34,ok
2026-02-12,32427.99,30571.65,1856.34,ok
2026-02-13,32427.99,30571.65,1856.34,ok
2026-02-16,32427.99,30571.65,1856.34,ok
2026-02-17,32427.99,30571.65,1856.34,ok
2026-02-18,32427.99,30571.65,1856.34,ok
2026-02-19,32427.99,30571.65,1856.34,ok
2026-02-20,32427.99,30571.65,1856.34,ok
2026-02-23,32427.99,30571.65,1856.34,ok
2026-02-24,32427.99,30571.65,1856.34,ok
2026-02-25,32427.99,30571.65,1856.34,ok
2026-02-26,32427.99,30571.65,1856.34,ok
2026-02-27,32427.99,30571.65,1856.34,ok
2026-03-02,38228.4,45060.35,-6831.95,ok
2026-03-03,38228.4,45060.35,-6831.95,ok
2026-03-04,38228.4,45060.35,-6831.95,ok
2026-03-05,38228.4,45060.35,-6831.95,ok
2026-03-06,38228.4,45060.35,-6831.95,ok
2026-03-09,38228.4,45060.35,-6831.95,ok
2026-03-10,38228.4,45060.35,-6831.95,ok
2026-03-11,38228.4,45060.35,-6831.95,ok
2026-03-12,38228.4,45060.35,-6831.95,ok
2026-03-13,38228.4,45060.35,-6831.95,ok
2026-03-16,38228.4,45060.35,-6831.95,ok
2026-03-17,38228.4,45060.35,-6831.95,ok
2026-03-18,38228.4,45060.35,-6831.95,ok
2026-03-19,38228.4,45060.35,-6831.95,ok
2026-03-20,38228.4,45060.35,-6831.95,ok
2026-03-23,38228.4,45060.35,-6831.95,ok
2026-03-24,38228.4,45060.35,-6831.95,ok
2026-03-25,38228.4,45060.35,-6831.95,ok
2026-03-26,38228.4,45060.35,-6831.95,ok
2026-03-27,38228.4,45060.35,-6831.95,ok
2026-03-30,38228.4,45060.35,-6831.95,ok
2026-03-31,38228.4,45060.35,-6831.95,ok
2026-04-01,0.0,0.0,0.0,ok
2026-04-02,40564.17,60953.73,-20389.56,ok
2026-04-03,40564.17,60953.73,-20389.56,ok
2026-04-06,40564.17,60953.73,-20389.56,ok
2026-04-07,40564.17,60953.73,-20389.56,ok
2026-04-08,40564.17,60953.73,-20389.56,ok
2026-04-09,40564.17,60953.73,-20389.56,ok
2026-04-10,40564.17,60953.73,-20389.56,ok
2026-04-13,40564.17,60953.73,-20389.56,ok
2026-04-14,40564.17,60953.73,-20389.56,ok
2026-04-15,40564.17,60953.73,-20389.56,ok
2026-04-16,40564.17,60953.73,-20389.56,ok
2026-04-17,40564.17,60953.73,-20389.56,ok
2026-04-20,40564.17,60953.73,-20389.56,ok
2026-04-21,40564.17,60953.73,-20389.56,ok
2026-04-22,40564.17,60953.73,-20389.56,ok
2026-04-23,40564.17,60953.73,-20389.56,ok
2026-04-24,40564.17,60953.73,-20389.56,ok
2026-04-27,40564.17,60953.73,-20389.56,ok
2026-04-28,40564.17,60953.73,-20389.56,ok
2026-04-29,40564.17,60953.73,-20389.56,ok
2026-04-30,40564.17,60953.73,-20389.56,ok
2026-05-01,,,,holiday
2026-05-04,15512.66,23548.35,-8035.69,ok
2026-05-05,15512.66,23548.35,-8035.69,ok
2026-05-06,15512.66,23548.35,-8035.69,ok
2026-05-07,15512.66,23548.35,-8035.69,ok
2026-05-08,15512.66,23548.35,-8035.69,ok
2026-05-11,15512.66,23548.35,-8035.69,ok
2026-05-12,15512.66,23548.35,-8035.69,ok
2026-05-13,15512.66,23548.35,-8035.69,ok
2026-05-14,15512.66,23548.35,-8035.69,ok
2026-05-15,15512.66,23548.35,-8035.69,ok
2026-05-18,15512.66,23548.35,-8035.69,ok
2026-05-19,15512.66,23548.35,-8035.69,ok
2026-05-20,15512.66,23548.35,-8035.69,ok
2026-05-21,15512.66,23548.35,-8035.69,ok
2026-05-22,15512.66,23548.35,-8035.69,ok
2026-05-25,15512.66,23548.35,-8035.69,ok
2026-05-26,15512.66,23548.35,-8035.69,ok
2026-05-27,15512.66,23548.35,-8035.69,ok
2026-05-28,15512.66,23548.35,-8035.69,ok
2026-05-29,15512.66,23548.35,-8035.69,ok
2026-06-01,93095.23,115196.98,-22101.75,ok
2026-06-02,93095.23,115196.98,-22101.75,ok
2026-06-03,93095.23,115196.98,-22101.75,ok
2026-06-04,93095.23,115196.98,-22101.75,ok
2026-06-05,93095.23,115196.98,-22101.75,ok
